탈중앙화 웹,Decentralized web,,,"웹이 처음 보급될 당시, 웹은 언제 어디서나 접근 가능하고 개방하는 것을 기본 개념으로 하였다. 하지만, 최근 글로벌 웹 서비스 업체들이 대다수 사용자 데이터를 수집하여 특정 서버에 저장, 독점하고, 소유권자의 접근, 삭제, 이동 권한을 제한하고 있다. 또 서비스가 중단될 경우 데이터로의 접근 자체가 불가능해진다.
토큰,token,,,"①일련의 문자열을 구분할 수 있는 단위.
②시스템에서 보안 객체의 접근 관리에 사용되는 객체 또는 장치.
토큰은 크게 접근(access) 토큰, 보안(security) 토큰, 세션(session) 토큰 등으로 분류할 수 있다. 접근 토큰(access token)이 가장 많이 사용되는 토큰 형식으로 시스템이나 소프트웨어에서 어떤 특정한 기능이나 데이터에 접근하는 대상에게 권한을 부여하는 데 사용된다. 통상 난수 형태의 문자열로 구성된다. 예를 들어, 웹 서비스 제공자는 사용자의 아이디, 패스워드 또는 신용카드 등의 정보를 사용해 만든 접근 허가 토큰을 사용자에게 발행하고 접속 시 사용하게 하여 개인정보 누출을 방지하고 안전한 서비스를 제공할 수 있다. 보안 토큰(security token)은 하드웨어 저장 장치로 특정 전자기기의 제한된 자원(리소스)의 사용 권한을 제어한다. 예로 유에스비(USB) 보안 토큰이 있다. 세션 토큰(session token)은 통신망에서 서버와 클라이언트 간 세션(논리적 연결) 후 사용된다. 인터넷 서버가 하이퍼텍스트 전송 규약(HTTP: Hypertext Transfer Protocol)을 통해 클라이언트와 연결된 후 상호 간 데이터 교환을 위해 클라이언트에 부여하는 객체이다. 세션 식별자(Session ID)로 표현하기도 한다.
③링 또는 버스 형태의 네트워크에서 장비 간 전송되는 신호의 순서.
"
,,,,"④특정 블록체인 플랫폼에서 동작하는 응용 서비스에서만 사용하는 암호화폐.
일반적으로 블록체인 플랫폼은 거래 수수료, 채굴 인센티브 등을 위한 자체 지불 수단을 가진다. 이를 코인이라 부른다. 이와 같은 블록체인 시스템에서 동작하는 응용 서비스는 지속적으로 성장하고 안정적으로 유지될 수 있도록 네트워크 참여자들을 새롭게 확보해야 한다. 이 응용 서비스만을 위한 별도의 지불 수단을 토큰이라 한다. 따라서 이 토큰은 기존 코인보다 더 많은 수수료와 인센티브를 제공하여 네트워크 참여자들을 더 많이 유도할 수 있다. 다시 말해, 토큰은 인센티브 형태로 제공되는 지불 수단으로 특정 커뮤니티 내에서 디지털 화폐로 사용할 수도 있다. 이후에 충분한 응용 서비스 사용자가 확보되면 이 응용 서비스를 위해 독립된 블록체인 플랫폼으로 발전하게 된다.
따라서 토큰은 독립적인 블록체인 플랫폼으로 성장할 수 있을지를 시험하는 테스트넷(testnet)에서의 지불 수단이라 할 수 있다. 일반적으로 토큰에서 코인(coin)으로 발전하며 테스트넷에서 토큰을, 메인넷(mainnet)에서 코인을 지불 수단으로 사용한다. 대표적인 토큰으로 이오스(EOS), 트론(TRX), 비체인(VeChain) 등이 있다."
웹 2.0,Web 2.0,,,"일방적 서비스 형태의 초기 웹과 비교하여 기술적인 진보보다는 웹 서비스의 사용성을 대폭 개선하여 누구나 웹에 쉽고 편리하게 참여 및 정보를 공유하고 협력할 수 있도록 진화한 웹 환경.
웹 2.0의 출현으로 산업 전 분야의 응용 및 서비스에서 웹이 표준적인 사용자 인터페이스로 빠르게 확대 적용되었다.
기술적인 관점에서 웹 2.0은 주로 리치 인터넷 애플리케이션(RIA), 블로그에서 주로 사용되던 초간편 배급(RSS), 트랙백(Trackback, 댓글자국), 에이잭스(AJAX: Asynchronous JavaScript and XML) 등의 기술을 활용한다. 특히 에이잭스는 브라우저와 서버 간 비동기 통신 방법을 지원하여 구글 지도(Google Maps)와 같은 인터넷 서비스에서 사용자 경험을 크게 개선시키는 핵심적인 기능으로 활용되었다. 대표적인 예로 네이버(Naver)/다음(Daum) 블로그, 위키백과(Wikipedia), 유튜브(YouTube), 트위터(twitter), 페이스북(Facebook) 등이 있다."
액티브엑스,ActiveX,,액티브X,"마이크로소프트 윈도우(Microsoft Windows) 환경에서 응용 프로그램이나 웹 브라우저가 인터넷을 통해 추가 기능을 다운로드 및 실행할 수 있도록 지원하는 소프트웨어 프레임워크. 대표적인 예로 공인인증서가 있다.
마이크로소프트사에서 1996년 응용 프로그램과 웹 페이지 개발에 재사용할 수 있는 소프트웨어 컴포넌트를 정의하기 위해 만들었다.

1996년 출시된 인터넷 익스플로러(Internet Explorer) 브라우저 3.0 버전부터 HTML 콘텐츠 내에 액티브엑스(ActiveX) 기능을 지원하였다.
액티브엑스는 일반적인 윈도우 응용 프로그램 형태로 개발하여 웹 브라우저 내에서 실행하는 방식으로 웹 브라우저의 기본 기능 외에 원하는 기능을 제한 없이 구현하여 웹 페이지에서 활용할 수 있다는 장점이 있다. 
액티브엑스는 인터넷 익스플로러 브라우저상에서 실행되지만 브라우저와는 별개의 독립적인 응용 프로그램이기 때문에 보안상의 잠재적 위험이 있어 사용 시 많은 주의를 필요로 한다. 또한 비표준 기술로 크롬(chrome), 사파리(Safari), 파이어폭스(Firefox) 등 타사 웹 브라우저에서 지원하지 않는다. 안드로이드, 아이폰(iOS) 등 모든 모바일 환경에서도 액티브엑스를 지원하지 않아 스마트폰에서 사용할 수 없다. 이러한 보안상 위험, 호환성 문제 등으로 액티브엑스 퇴출 논란이 야기되고 있다.
현재 윈도우 10(Windows 10) 환경에서 인터넷 익스플로러 11은 액티브엑스를 지원하지만 최신 마이크로소프트 에지(Microsoft Edge) 브라우저는 지원하지 않는다."
인공 신경망,Artificial Neural Network,ANN,신경망(Neural Network),"사람 또는 동물 두뇌의 신경망에 착안하여 구현된 컴퓨팅 시스템의 총칭.
기계 학습(machine learning)의 세부 방법론 중 하나로, 신경 세포인 뉴런(neuron)이 여러 개 연결된 망의 형태이다. 구조 및 기능에 따라 여러 종류로 구분되며, 가장 일반적인 인공 신경망은 한 개의 입력층과 출력층 사이에 다수의 은닉층(hidden layer)이 있는 다층 퍼셉트론(multi-layer perceptron)이다.

인공 신경망은 하드웨어로 구현될 수도 있으나, 주로 컴퓨터 소프트웨어로 구현된다. 인공 신경망은 기초 컴퓨팅 단위인 뉴런 여러 개가 가중된 링크(weighted link)로 연결된 형태이다. 가중된 링크(weighted link)는 주어진 환경에 적응할 수 있도록 가중치를 조정할 수 있다.
인공 신경망은 자기 조직화 지도(SOM: Self-Organizing Map), 순환 신경망(RNN: Recurrent Neural Network), 콘볼루션 신경망(CNN: Convolutional Neural Network)과 같은 다양한 모델에 대한 총칭으로, 그 종류는 수십 가지에 이른다.

2010년대에는 컴퓨터 하드웨어 및 학습 알고리즘의 발달로 수십 개의 은닉층(hidden layer)이 있는 심층 신경망(DNN: Deep Neural Network)이 널리 사용되게 되었다. 바둑을 비롯해 이미지 및 자연어 처리, 음성 인식 등의 분야에서 기존의 기계 학습 방법의 성능을 뛰어 넘는 결과를 보이고 있다."
백홀,Backhaul,,,"다수의 통신망을 통해 데이터를 전송하는 계층적 구조로 된 통신망에서 주변부 망(edge network)을 기간 망(backbone network)이나 인터넷에 연결시키는 링크.

백홀은 물리적으로 광케이블, 구리선, 무선 등으로 연결된다. 무선(wireless)을 사용하는 백홀인 경우, 음성 트래픽 위주 서비스에서는 T1/E1 급의 백홀 링크가 사용되었으나 멀티미디어와 같은 수백 Mbps 이상을 전송하는 무선망에서는 마이크로파(microwave) 또는 그보다 높은 주파수 대역의 밀리미터파(millimeter wave)를 활용하여 백홀 연결을 제공한다."
웹 기반 그래픽스 라이브러리,Web-based Graphics Library,WebGL,웹지엘,"웹의 삼차원(3D) 컴퓨터 그래픽스 표현 기능을 제공하는 내장형 자바스크립트 라이브러리.
구글 크롬(Google Chrome), 애플 사파리(Apple Safari), 모질라 파이어폭스(Mozilla Firefox) 등 모든 웹 브라우저 환경에서 사용될 수 있고 저작권이 없는 웹 표준이다. 약어 ‘웹지엘(WebGL)'로 주로 사용하며 크로노스 그룹(Khronos Group)에서 WebGL 표준을 관리한다."
자원 기술 프레임워크 속성,Resource Description Framework in attributes,RDFa,,"HTML, XHTML, XML 기반의 웹 문서에서 태그가 감싸고 있는 데이터의 의미 정보를 추가로 나타내기 위해 태그 내 속성을 확장한 웹 표준.
국제 웹 표준화 기구인 월드 와이드 웹 컨소시엄(W3C: World Wide Web Consortium)에서 제정하였다.
기존 웹 문서에서는 특정 태그 안에 삽입된 데이터가 어떤 뜻을 담고 있는지를 표현할 방법이 없어, 검색 엔진이 수많은 웹 페이지들을 검색해도 해당 페이지들을 효과적으로 색인하여 보관할 수도 없었고, 다른 서비스 간에도 효율적인 정보 교환이 불가능했다.
RDFa 표준은 태그 안에 프로퍼티(property), 타입오브(typeof), 렐(rel) 등의 속성을 추가하여 태그가 지칭하는 데이터 의미, 형태, 관계 등을 파악할 수 있게 한다. 아래 예제는 RDFa 속성을 사용한 예로, 문단 < p > 태그 안에 스팬 < span property > 태그를 사용하여 존(John D)의 별명 닉(nick)을 추가하고 하이퍼링크 < a > 태그 내 관계 < rel >을 사용하여 관심 대상의 정보를 표현한다.
< h1 > John's Home Page < /h1 >
< p > My name is < span property=""foaf:nick"" > John D < /span > and I am studying < a href=""http://www.tta.or.kr/"" rel=""foaf:interest"" xml:lang=""kor"" > ICT standards < /a >.
< /p >"
진화된 패킷 시스템,Evolved Packet System,EPS,,"엘티이(LTE) 이동 통신에서 무선 접속망과 핵심망을 합한 전체 시스템.
EPS는 LTE 서비스와 CDMA2000, 와이맥스(WiMAX) 등 이종망과의 호환성 등을 제공한다.
일반적으로 하나의 이동 통신 서비스 사업자가 제공하는 이동 통신망은 무선 접속 망(RAN: Radio Access Network)과 핵심망(CN: Core Network)으로 구성된다. 핵심망의 인터넷 연결로 사용자는 인터넷의 다양한 서비스와 콘텐츠를 단말에서 사용할 수 있다.
3GPP는 LTE 이동 통신 시스템 EPS(Evolved Packet System)를 구성하는 무선 접속망과 핵심망 이름을 각각 E-UTRAN(Evolved UTRAN)과 EPC(Evolved Packet Cor)로 정하였다."
튜링 시험,Turing test,,,"컴퓨터가 지능이 있는지를 판별할 수 있는 시험.
조사관이 블라인드 상태에서 컴퓨터와 글로 대화를 나눈 후, 대화 상대가 사람인지 컴퓨터인지 판단할 수 없게 되면 컴퓨터는 지능이 있는 것으로 튜링 시험에 합격 판정을 받는다.

앨런 튜링(Alan Turing)이 1950년 컴퓨터 지능의 운영 정의(operational definition)를 위해 튜링 시험을 고안하여 논문에서 제안하였다(※논문: Turing, A.M., Computing machinery and intelligence, Mind, 59(236):433-460, 1950).
튜링은 컴퓨터가 사람처럼 신체 동작하는 것은 지능과 관련이 없다는 전제하에, 사람이 사용하는 언어, 즉 자연어를 이용한 시험을 택하였다. 최초의 튜링 시험에서는 사람인 조사관이 블라인드 상태에서 컴퓨터와 5분간 채팅하여 상대가 컴퓨터인지 사람인지 판단한다. 여러 조사관들 중 상대가 사람일 것이라고 판단하는 조사관이 30% 이상이면 컴퓨터는 튜링 시험 합격이다. 기본 과정에 영상과 작은 연결 통로로 물건을 주고받는 동작 시험을 포함시킨 전체 튜링 시험(total Turing test)도 있다."
5세대 이동 통신,5th Generation,5G,,"4세대 이동 통신에서 진화된 이동 통신이라는 의미로 사용되는 마케팅 명칭.
국제 전기 통신 연합(ITU)에서 정한 공식 명칭은 아이엠티 2020(IMT-2020)이지만, 이동 통신 시장에서는 세대로 구분하여 5세대(5G) 용어를 사용한다."
아이엠티 2020,International Mobile Telecommunications-2020,IMT-2020,5세대 이동통신,"국제 전기 통신 연합의 전파 통신국(ITU-R)에서 제정한 5세대 이동 통신 표준.
IMT-2020 표준은 주요 서비스로 이용자에게 초당 최고 20 기가비트(Gbps)의 데이터 전송 속도를 제공할 것을 규정한다."
엔알,New Radio,NR,,"5세대(5G) 이동 통신에서 단말과 기지국 사이의 무선 접속(Radio Access 또는 무선 인터페이스) 기술.
이동 통신 국제 표준화 단체 3GPP에서 만든 공식 명칭이다.

2016년 12월 비엔나에서 개최된 3GPP 제74차 기술 총회(TSG: Technical Specification Group)는 5G 무선 접속 기술의 이름으로 엔알(NR: New Radio)을 채택하였다.
LTE 계열(LTE, LTE-Advanced, LTE-Advanced Pro)의 무선 접속 기술 이름은 '진화된 범용 지상 무선 접속 기술(E-UTRA: evolved UMTS Terrestrial Radio Access)'이다.

5G NR은 기본적인 파형(waveform)으로 기존 LTE의 E-UTRA와 같이 직교 주파수 분할 다중화(OFDM: Orthogonal Frequency Division Multiplexing) 방식을 계속하여 사용한다는 점에서 매우 중요한 의미를 가진다. 또한, E-UTRA에서 사용되었던 다양한 무선 통신 기술들 대부분이 NR에서도 동일하거나 좀 더 개선된 형태로 사용된다."
심층 기계 학습,Deep learning,,딥 러닝,"일반적인 기계 학습 모델보다 더 깊은 신경망 계층 구조를 이용하는 기계 학습.
주로 여러 개의 은닉층(hidden layer)으로 구성된 인공 신경망을 활용한다. 은닉층 수가 많아질수록 ‘깊다(deep)’라고 표현하며, 깊은 계층 구조는 얕은 구조에 비해 복잡한 함수를 효율적으로 표현할 수 있다. 심층 기계 학습(deep learning)은 문제를 해결하기 위해 스스로 필요한 특징을 찾아 적절하게 표현(feature representation)하는 학습 능력이 뛰어나, 사진에서의 개체 인식, 기계 번역, 바둑 등의 분야에서 기존의 기계 학습 모델을 뛰어 넘는 성능을 보이고 있다.

대부분의 기계 학습 모델은 세 개 이하의 계층 구조로 되어 있는 반면, 심층 기계 학습 모델은 더 많은(깊은) 계층 구조로 되어 있다. 이러한 구조는 동물의 시각 피질(visual cortex)을 모사한 것이다.
다양한 심층 기계 학습 모델이 존재하나 인공 신경망의 한 종류인 심층 신경망(DNN: Deep Neural Network)이 널리 활용되고 있다. 심층 신경망 중에서도 콘볼루션 신경망(CNN: Convolutional Neural Network), 심층 순환 신경망(deep recurrent neural network), 심층 오토인코더(deep autoencoder) 등이 대표적으로 활용된다."
기계 학습,Machine Learning,ML,머신 러닝,"컴퓨터 프로그램이 데이터와 처리 경험을 이용한 학습을 통해 정보 처리 능력을 향상시키는 것 또는 이와 관련된 연구 분야.
기계 학습은 자율 주행 자동차, 필기체 문자 인식 등과 같이 알고리즘 개발이 어려운 문제의 해결에 유용하다.
 대부분의 기계 학습은 다수의 파라미터로 구성된 모델을 이용하며, 주어진 데이터로 파라미터를 최적화하는 것을 학습이라고 한다. 기계 학습은 학습 문제의 형태에 따라 지도 학습(supervised learning), 비지도 학습(unsupervised learning) 및 강화 학습(reinforcement learning)으로 구분한다.
지도 학습(supervised learning)은 입력과 출력 사이의 매핑을 학습하는 것이며, 입력과 출력 쌍이 데이터로 주어지는 경우에 적용한다. 예를 들어 컴퓨터가 주차장 입구에서 자동차 번호판을 인식할 때 번호판이 오염된 경우 제대로 인식하지 못할 수 있다. 이 경우 다양하게 오염된 번호판 사례와 정상 번호판을 각각 입력과 출력 쌍으로 학습시켜 번호판 인식률을 높일 수 있다.
비지도 학습(unsupervised learning)은 입력만 있고 출력은 없는 경우에 적용하며, 입력 사이의 규칙성 등을 찾아내는 게 목표이다. 비지도 학습 결과는 지도 학습의 입력으로 사용되거나, 인간 전문가에 의해 해석된다.
강화 학습(reinforcement learning)은 주어진 입력에 대응하는 행동을 취하는 시스템에 대해 적용하며, 이러한 시스템의 예로 로봇이나 게임의 플레이어 등을 들 수 있다. 강화 학습에서는 지도 학습과 달리 주어진 입력에 대한 출력, 즉 정답 행동이 주어지지 않는다. 대신 일련의 행동의 결과에 대해 보상(reward)이 주어지게 되며, 시스템은 이러한 보상을 이용해 학습을 행한다. (검색 엔진, 기계 번역, 음성 인식, 바둑, 과학 연구)"
인공 지능,Artificial Intelligence,AI,,"컴퓨터로 구현한 지능 또는 이와 관련한 전산학의 연구 분야.
인공 지능은 사람 또는 동물의 지능이 컴퓨터로 모사될 정도로 세밀하고 정확하게 표현될 수 있다는 생각에 기반을 둔다. 지능에 대한 정의와 마찬가지로 인공 지능에 대해서도 다양한 정의가 존재한다. 인공 지능의 방법과 관련된 탐색, 논리 및 추론, 지식 표현, 계획, 학습 등 세부 분야에 대한 연구가 진행되고 있고, 자연어 처리, 컴퓨터 비전 및 패턴 인식, 로보틱스 등의 분야에서 응용된다."
프론트홀,Fronthaul,,,"이동 통신의 무선 접속망에서 디지털 데이터 처리 장치(DU: Digital Unit)와 원격 무선 신호 처리 장치(RU: Radio Unit) 사이를 연결하는 링크.
프론트홀 링크는 디지털 데이터 처리 장치(DU)와 핵심망(core network)을 연결하는 백홀(backhaul) 링크와 상반되는 의미로 이동 통신에서 새로 사용하는 용어이다.

기지국의 디지털 데이터 처리 장치(DU)를 분리시켜 여러 DU를 한 장소에 모아 관리하고, 기지국에는 무선 신호 처리 장치(RU)만 설치하여 분산시킨 무선 접속망을 클라우드 무선 접속망(C-RAN: Cloud Radio Access Network)이라 한다. 이러한 C-RAN 구조에서 프론트홀은 DU 사이트와 RU를 연결하는 데이터 링크이다.
※ DU(Digital Unit)는 베이스밴드 장치(BBU: BaseBand Unit) 등으로도 불리고, RU(Radio Unit)는 원격 무선 장비(RRH: Remote Radio Head) 등으로도 불린다."
고정 무선 접속,Fixed Wireless Access,FWA,,"고정된 가입자의 단말과 망 접속점인 기지국을 무선으로 연결하여 초고속 인터넷 서비스를 제공하는 무선 통신 기술. 주로 건물 외부에 설치되는 가입자 단말과 기지국 사이는 광케이블 같은 유선으로 연결되는 것이 일반적인데, 유선 구간 일부를 광대역 무선 통신으로 대체하여 초고속 인터넷 환경을 제공한다.

최근 이동 통신 기술 발전으로 5G 이동 통신과 비슷한 성능을 제공할 수 있는 고정 무선 접속(FWA) 기술이 대두되었다. 5G에서 사용하는 밀리미터파(mmWave, 28/39/73 GHz 등)로 넓은 대역폭을 확보할 수 있어 초고속 인터넷 서비스를 효율적으로 제공할 수 있다. 밀리미터파 대역의 전파(EHF)는 직진성이 높아 고체 물질을 통과하기 어렵고 경로 손실이 많아 이동성을 확보하기 어려운 특징이 있다. FWA는 고정 단말을 대상으로 하기 때문에 밀리미터파 대역에서 상대적으로 구현이 용이하다.
고정 무선 접속(FWA) 기술은 통신 서비스 기반이 구축이 어려운 지역이나 국가에 고속의 인터넷 서비스를 제공하는 데 활용할 수 있다."
컴퓨팅 사고,Computational Thinking,CT,,"컴퓨터로 처리할 수 있는 형태로 문제와 해결책을 표현하는 사고 과정.
컴퓨터에게 뭘 해야 할지를 사람이 설명해 주는 것이라고 볼 수 있다.
복잡한 문제를 컴퓨터가 효과적으로 처리할 수 있는 단위로 분해(decomposition), 문제 간 유사성을 찾는 패턴 인식(pattern recognition), 문제의 핵심만 추려 복잡한 문제를 단순화하는 추상화(abstraction), 일련의 규칙과 절차에 따라 문제를 해결하는 알고리즘 기법 등을 사용하여 사람과 컴퓨터 모두가 문제를 처리할 수 있는 형태로 표현한다."
마이크로비트,micro:bit,,,"영국 방송 공사(BBC)에서 쉽고 재미있는 컴퓨터 교육을 위해 만든 암(ARM) 기반의 소형 싱글 보드 컴퓨터.
‘micro:bit’를 상표명으로 사용한다. 개별 프로그래밍이 가능한 LED와 버튼, 센서, 유에스비(USB), 무선 통신 등으로 구성되어 간단한 게임부터 로봇, 전자 악기까지 다양한 기기를 만들 수 있다."
범용 인공 지능,Artificial General Intelligence,AGI,,"특정 문제뿐 아니라 주어진 모든 상황에서 생각과 학습을 하고 창작할 수 있는 능력이 있는 인공 지능 또는 이에 대한 연구. 인공 지능 연구의 궁극적 목표 중 하나이다.

현재 인공 지능 연구는 음성 인식, 바둑 등 특정한 문제에 대해서는 좋은 성과를 보이고 있으나, 아직 사람과 같은 지능을 갖추지는 못하고 있다. 예를 들어, 사람과 대화하며 동시에 바둑도 둘 수 있는 인공 지능 에이전트는 아직 개발되지 못하였다. 이와 같이 특정 문제만을 해결할 수 있는 인공 지능을 좁은 인공 지능(ANI: Artificial Narrow Intelligence)이라 한다.

AI에 대한 철학 가설로 약 인공 지능(weak AI)과 강 인공 지능(strong AI) 가설이 있다. 약 인공 지능은 인공 지능 컴퓨터가 실제 지능이 있는 것이 아니라 지능이 있는 것처럼 보일 뿐이라는 가설이며, 강 인공 지능은 인공 지능 컴퓨터가 실제로 지능이 있다고 보는 가설이다. 강 인공 지능 가설이 참임을 검증할 수 있는 컴퓨터를 강 인공 지능 컴퓨터라고 한다.
일부 인공 지능 연구자들은 특정한 문제를 해결하기 위한 컴퓨터 프로그램을 개발하는 것도 중요하지만, 진짜 사람 수준의 인공 지능을 연구하는 것이 더 중요하다는 주장을 하고 있다."
물리 컴퓨팅,Physical computing,,피지컬 컴퓨팅,"현실 세계의 아날로그 정보를 인지하여 그에 맞게 대응할 수 있도록 센서와 마이크로컨트롤러 등의 하드웨어 장치와 소프트웨어로 컴퓨팅 시스템을 만드는 것.
넓게는 사람이 디지털 세계를 이해하고 창의적으로 활용하기 위한 프레임워크라고 볼 수 있으며, 좁게는 소프트웨어와 하드웨어 부품 등으로 기기를 직접 제작하는 것을 의미한다. 즉, 현실을 감지하고 제어하는 컴퓨터를 만드는 것으로, 컴퓨팅 사고 교육, 미디어 아트, 로봇 등 다양한 분야에서 응용된다."
퍼즈 시험,Fuzzing,,"퍼징, Fuzz Testing","소프트웨어의 취약점을 찾기 위해 무작위로 데이터를 입력하여 예외 오류를 발생시킨 후 원인을 분석하는 시험.
주로 프로그램 충돌이나 소스 코드 내의 오류, 잠재적인 메모리 누수와 같은 예외적인 상황을 찾을 때 사용한다.
퍼징은 테스트 데이터 발생 방법에 따라 변이 기반(Mutation-Based) 또는 생성 기반(Generation-Based) 퍼징 프로그램으로 구분한다. 변이 기반 방식은 기존 데이터 샘플을 변형시켜 만든 테스트 데이터로 시험하고, 생성 기반 방식은 입력 모델에 기반을 두어 새로 정의한 테스트 데이터를 실행시켜 소프트웨어의 취약점을 찾는다. 또 소프트웨어 내부 구조에 대한 지식 여부에 따라 화이트박스 시험(white-box testing), 그레이박스 시험(grey-box testing), 블랙박스 시험(black-box testing) 형태가 된다. 화이트박스 시험은 내부 구조를 아는 상태에서, 블랙박스 시험은 모르는 상태에서, 그레이박스 시험은 일부만 아는 상태에서 소프트웨어 동작을 시험한다.
보안 분야에서는 소스 코드의 취약점을 알아내기 위해 소스 코드 분석 대신 퍼징을 사용한다. 제로데이 공격(zero-day attack, 보안 취약점이 패치되기 전 이를 악용해 공격하는 해킹 기법)을 파악하는 데에도 사용하는 것으로 알려져 있다.
반면, 퍼징은 입력 가능한 변수 모두를 테스트하기에 막대한 시간과 비용이 요구되며, 소프트웨어의 오류를 완벽하게 제거하는 것이 불가능하다는 취약점이 있다."
노드닷제이에스,Node.js,,,"서버 쪽 응용 프로그램 개발에 사용할 수 있는 자바스크립트 기반의 소프트웨어 플랫폼.
마이크로소프트 윈도우(MS Windows), 리눅스(Linux), 애플 맥오에스(macOS) 등 다양한 플랫폼에서 실행된다.

기존 자바스크립트(JavaScript)는 주로 HTML에 포함되어 클라이언트 쪽 응용 프로그램 개발에만 사용되어, 실시간 웹 소켓 통신이나 데이터베이스 입출력 등을 위한 서버 쪽 응용 프로그램은 피에이치피(PHP)와 같은 서버 스크립트로 언어로 개발해야 했다. 즉, 브라우저의 자바스크립트 엔진만이 자바스크립트 코드를 처리·실행할 수 있었다.
‘모든 곳에서 자바스크립트 사용(JavaScript everywhere)’이라는 비전에 따라 만들어진 Node.js 출현으로 자바스크립트 언어 하나만으로 웹 클라이언트 응용 프로그램과 서버 응용 프로그램 모두 개발할 수 있게 되었다.
넷플릭스(Netflix), 그루폰(Groupon), 링크드인(LinkedIn) 등 전 세계 웹 서비스에 많이 활용된다."
깃허브,GitHub,,,"컴퓨터 프로그램 소스를 공유하고 협업하여 개발할 수 있는 버전 관리 시스템인 깃(Git)에 프로젝트 관리 지원 기능을 확장하여 제공하는 웹 호스팅 서비스.
2008년 미국 깃허브사(GitHub Inc)에서 서비스를 시작하였다. 사용자에게 무료로 계정과 저장소를 제공하며, 분산형 버전 관리 서비스로 서버 장애 시 데이터 복원력이 뛰어나다. 전 세계에서 오픈 소스 프로젝트 관리를 위해 가장 많이 사용되는 웹 호스팅 서비스 중 하나이다.
깃허브(GitHub)는 깃(Git)의 기본 기능을 포함하여 프로젝트 관리에 필요한 버그 추적(bug tracking), 기능 요청(feature requests), 작업 관리(task management), 위키(wiki) 기능 등을 추가적으로 제공한다."
웹어셈블리,WebAssembly,"WA, Wasm",,"웹 페이지에서 실행할 코드에 대해 이진 포맷과 어셈블리와 유사한 텍스트 포맷을 정의한 웹 표준.
기존에 C, C++ 등 언어로 작성된 소스 코드를 웹어셈블리로 변환하여 웹 응용 프로그램 개발에 재활용할 수 있다. 또 기계어에 가까운 포맷 표준으로 웹 응용 프로그램의 실행 성능과 하드웨어 이식성이 높다.

예를 들면, 얼굴 인식 웹 응용 프로그램을 개발할 경우 기존에 C 언어로 개발한 소스 코드가 있어도 브라우저에서 실행할 방법이 없어 자바스크립트로 새로 구현해야 했지만, 웹어셈블리를 이용하여 C 소스 코드를 웹어셈블리 코드로 변환하면 자바스크립트에서 사용할 수 있다. 따라서 기존 소스 코드를 재활용할 수 있고 응용 프로그램 실행 성능도 개선될 수 있다.
특히, 기존에 웹 응용 프로그램으로의 개발이 어렵고 성능도 높아야 하는 게임, 가상 현실, 증강 현실 등 다양한 분야에 웹어셈블리를 적용하여 생산성을 높일 수 있다.
국제 웹 표준화 단체인 월드 와이드 웹 컨소시엄(W3C: World Wide Web Consortium)에서 2017년 개발하였다. W3C 웹어셈블리 작업반에서 모질라(Mozilla), 마이크로소프트(Microsoft), 구글(Google)과 애플(Apple) 등 주요 브라우저 제작사와 관련 기업들이 협력하여 표준화를 추진한다.  "
